            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2459189.208333333, A.D. 2020-Dec-05 17:00:00.0000,  1.232647800572217E+08,  1.662384130570931E+08,  7.158767648640461E+06, -1.587154709794941E+01,  1.892698455769950E+01, -4.499939857145208E-02,
2459189.250000000, A.D. 2020-Dec-05 18:00:00.0000,  1.232076304321106E+08,  1.663065341522942E+08,  7.158604956957266E+06, -1.587824379044611E+01,  1.891806815395541E+01, -4.538484966263656E-02,
2459189.291666667, A.D. 2020-Dec-05 19:00:00.0000,  1.231504567079765E+08,  1.663746231465238E+08,  7.158440877868399E+06, -1.588493544440747E+01,  1.890915068516998E+01, -4.577017949875906E-02,
2459189.333333333, A.D. 2020-Dec-05 20:00:00.0000,  1.230932589029551E+08,  1.664426800359522E+08,  7.158275411810376E+06, -1.589162206148034E+01,  1.890023215369686E+01, -4.615538807666564E-02,
2459189.375000000, A.D. 2020-Dec-05 21:00:00.0000,  1.230360370351762E+08,  1.665107048167581E+08,  7.158108559219748E+06, -1.589830364331149E+01,  1.889131256188729E+01, -4.654047539324502E-02,
2459189.416666667, A.D. 2020-Dec-05 22:00:00.0000,  1.229787911227632E+08,  1.665786974851287E+08,  7.157940320533067E+06, -1.590498019154772E+01,  1.888239191209002E+01, -4.692544144544097E-02,
2459189.458333333, A.D. 2020-Dec-05 23:00:00.0000,  1.229215211838350E+08,  1.666466580372587E+08,  7.157770696186885E+06, -1.591165170783569E+01,  1.887347020665147E+01, -4.731028623024613E-02,
2459189.500000000, A.D. 2020-Dec-06 00:00:00.0000,  1.228642272365032E+08,  1.667145864693526E+08,  7.157599686617747E+06, -1.591831819382215E+01,  1.886454744791546E+01, -4.769500974471619E-02,
2459189.541666667, A.D. 2020-Dec-06 01:00:00.0000,  1.228069092988739E+08,  1.667824827776226E+08,  7.157427292262241E+06, -1.592497965115382E+01,  1.885562363822342E+01, -4.807961198595301E-02,
2459189.583333333, A.D. 2020-Dec-06 02:00:00.0000,  1.227495673890473E+08,  1.668503469582895E+08,  7.157253513556987E+06, -1.593163608147736E+01,  1.884669877991430E+01, -4.846409295110909E-02,
2459189.625000000, A.D. 2020-Dec-06 03:00:00.0000,  1.226922015251177E+08,  1.669181790075824E+08,  7.157078350938529E+06, -1.593828748643940E+01,  1.883777287532465E+01, -4.884845263739912E-02,
2459189.666666667, A.D. 2020-Dec-06 04:00:00.0000,  1.226348117251734E+08,  1.669859789217391E+08,  7.156901804843530E+06, -1.594493386768658E+01,  1.882884592678852E+01, -4.923269104208661E-02,
2459189.708333333, A.D. 2020-Dec-06 05:00:00.0000,  1.225773980072968E+08,  1.670537466970054E+08,  7.156723875708573E+06, -1.595157522686547E+01,  1.881991793663756E+01, -4.961680816248570E-02,
2459189.750000000, A.D. 2020-Dec-06 06:00:00.0000,  1.225199603895644E+08,  1.671214823296357E+08,  7.156544563970305E+06, -1.595821156562263E+01,  1.881098890720094E+01, -5.000080399596385E-02,
2459189.791666667, A.D. 2020-Dec-06 07:00:00.0000,  1.224624988900468E+08,  1.671891858158929E+08,  7.156363870065331E+06, -1.596484288560458E+01,  1.880205884080543E+01, -5.038467853994355E-02,
2459189.833333333, A.D. 2020-Dec-06 08:00:00.0000,  1.224050135268086E+08,  1.672568571520480E+08,  7.156181794430360E+06, -1.597146918845782E+01,  1.879312773977533E+01, -5.076843179190060E-02,
2459189.875000000, A.D. 2020-Dec-06 09:00:00.0000,  1.223475043179088E+08,  1.673244963343802E+08,  7.155998337501988E+06, -1.597809047582876E+01,  1.878419560643256E+01, -5.115206374935788E-02,
2459189.916666667, A.D. 2020-Dec-06 10:00:00.0000,  1.222899712813995E+08,  1.673921033591780E+08,  7.155813499716915E+06, -1.598470674936387E+01,  1.877526244309650E+01, -5.153557440990042E-02,
2459189.958333333, A.D. 2020-Dec-06 11:00:00.0000,  1.222324144353280E+08,  1.674596782227373E+08,  7.155627281511799E+06, -1.599131801070950E+01,  1.876632825208418E+01, -5.191896377115413E-02,
2459190.000000000, A.D. 2020-Dec-06 12:00:00.0000,  1.221748337977351E+08,  1.675272209213626E+08,  7.155439683323339E+06, -1.599792426151197E+01,  1.875739303571021E+01, -5.230223183081062E-02,
2459190.041666667, A.D. 2020-Dec-06 13:00:00.0000,  1.221172293866558E+08,  1.675947314513667E+08,  7.155250705588192E+06, -1.600452550341758E+01,  1.874845679628674E+01, -5.268537858660061E-02,
2459190.083333333, A.D. 2020-Dec-06 14:00:00.0000,  1.220596012201191E+08,  1.676622098090709E+08,  7.155060348743059E+06, -1.601112173807256E+01,  1.873951953612349E+01, -5.306840403631430E-02,
2459190.125000000, A.D. 2020-Dec-06 15:00:00.0000,  1.220019493161484E+08,  1.677296559908047E+08,  7.154868613224685E+06, -1.601771296712312E+01,  1.873058125752779E+01, -5.345130817779076E-02,
2459190.166666667, A.D. 2020-Dec-06 16:00:00.0000,  1.219442736927606E+08,  1.677970699929058E+08,  7.154675499469757E+06, -1.602429919221540E+01,  1.872164196280452E+01, -5.383409100892411E-02,
2459190.208333333, A.D. 2020-Dec-06 17:00:00.0000,  1.218865743679672E+08,  1.678644518117203E+08,  7.154481007915020E+06, -1.603088041499551E+01,  1.871270165425616E+01, -5.421675252765557E-02,
2459190.250000000, A.D. 2020-Dec-06 18:00:00.0000,  1.218288513597734E+08,  1.679318014436026E+08,  7.154285138997138E+06, -1.603745663710949E+01,  1.870376033418277E+01, -5.459929273198583E-02,
2459190.291666667, A.D. 2020-Dec-06 19:00:00.0000,  1.217711046861788E+08,  1.679991188849154E+08,  7.154087893152915E+06, -1.604402786020333E+01,  1.869481800488199E+01, -5.498171161995913E-02,
2459190.333333333, A.D. 2020-Dec-06 20:00:00.0000,  1.217133343651768E+08,  1.680664041320295E+08,  7.153889270819061E+06, -1.605059408592297E+01,  1.868587466864907E+01, -5.536400918968098E-02,
2459190.375000000, A.D. 2020-Dec-06 21:00:00.0000,  1.216555404147550E+08,  1.681336571813240E+08,  7.153689272432335E+06, -1.605715531591431E+01,  1.867693032777680E+01, -5.574618543929333E-02,
2459190.416666667, A.D. 2020-Dec-06 22:00:00.0000,  1.215977228528952E+08,  1.682008780291866E+08,  7.153487898429498E+06, -1.606371155182317E+01,  1.866798498455562E+01, -5.612824036700470E-02,
2459190.458333333, A.D. 2020-Dec-06 23:00:00.0000,  1.215398816975728E+08,  1.682680666720128E+08,  7.153285149247274E+06, -1.607026279529531E+01,  1.865903864127353E+01, -5.651017397106628E-02,
2459190.500000000, A.D. 2020-Dec-07 00:00:00.0000,  1.214820169667580E+08,  1.683352231062064E+08,  7.153081025322489E+06, -1.607680904797645E+01,  1.865009130021615E+01, -5.689198624978342E-02,
2459190.541666667, A.D. 2020-Dec-07 01:00:00.0000,  1.214241286784144E+08,  1.684023473281797E+08,  7.152875527091876E+06, -1.608335031151222E+01,  1.864114296366667E+01, -5.727367720151388E-02,
2459190.583333333, A.D. 2020-Dec-07 02:00:00.0000,  1.213662168505001E+08,  1.684694393343530E+08,  7.152668654992230E+06, -1.608988658754820E+01,  1.863219363390592E+01, -5.765524682466427E-02,
2459190.625000000, A.D. 2020-Dec-07 03:00:00.0000,  1.213082815009671E+08,  1.685364991211548E+08,  7.152460409460336E+06, -1.609641787772992E+01,  1.862324331321230E+01, -5.803669511769183E-02,
2459190.666666667, A.D. 2020-Dec-07 04:00:00.0000,  1.212503226477615E+08,  1.686035266850217E+08,  7.152250790932983E+06, -1.610294418370281E+01,  1.861429200386181E+01, -5.841802207910529E-02,
2459190.708333333, A.D. 2020-Dec-07 05:00:00.0000,  1.211923403088235E+08,  1.686705220223989E+08,  7.152039799846962E+06, -1.610946550711225E+01,  1.860533970812811E+01, -5.879922770746671E-02,
2459190.750000000, A.D. 2020-Dec-07 06:00:00.0000,  1.211343345020874E+08,  1.687374851297393E+08,  7.151827436639093E+06, -1.611598184960356E+01,  1.859638642828241E+01, -5.918031200138429E-02,
2459190.791666667, A.D. 2020-Dec-07 07:00:00.0000,  1.210763052454815E+08,  1.688044160035043E+08,  7.151613701746158E+06, -1.612249321282196E+01,  1.858743216659357E+01, -5.956127495952135E-02,
2459190.833333333, A.D. 2020-Dec-07 08:00:00.0000,  1.210182525569282E+08,  1.688713146401633E+08,  7.151398595604979E+06, -1.612899959841262E+01,  1.857847692532805E+01, -5.994211658058823E-02,
2459190.875000000, A.D. 2020-Dec-07 09:00:00.0000,  1.209601764543441E+08,  1.689381810361939E+08,  7.151182118652381E+06, -1.613550100802063E+01,  1.856952070674991E+01, -6.032283686334949E-02,
2459190.916666667, A.D. 2020-Dec-07 10:00:00.0000,  1.209020769556397E+08,  1.690050151880818E+08,  7.150964271325186E+06, -1.614199744329099E+01,  1.856056351312087E+01, -6.070343580661319E-02,
2459190.958333333, A.D. 2020-Dec-07 11:00:00.0000,  1.208439540787196E+08,  1.690718170923210E+08,  7.150745054060176E+06, -1.614848890586864E+01,  1.855160534670022E+01, -6.108391340924779E-02,
2459191.000000000, A.D. 2020-Dec-07 12:00:00.0000,  1.207858078414827E+08,  1.691385867454135E+08,  7.150524467294224E+06, -1.615497539739842E+01,  1.854264620974493E+01, -6.146426967016172E-02,
2459191.041666667, A.D. 2020-Dec-07 13:00:00.0000,  1.207276382618216E+08,  1.692053241438693E+08,  7.150302511464171E+06, -1.616145691952511E+01,  1.853368610450953E+01, -6.184450458832202E-02,
2459191.083333333, A.D. 2020-Dec-07 14:00:00.0000,  1.206694453576234E+08,  1.692720292842067E+08,  7.150079187006824E+06, -1.616793347389340E+01,  1.852472503324624E+01, -6.222461816274105E-02,
2459191.125000000, A.D. 2020-Dec-07 15:00:00.0000,  1.206112291467689E+08,  1.693387021629521E+08,  7.149854494359016E+06, -1.617440506214789E+01,  1.851576299820487E+01, -6.260461039248000E-02,
2459191.166666667, A.D. 2020-Dec-07 16:00:00.0000,  1.205529896471333E+08,  1.694053427766399E+08,  7.149628433957614E+06, -1.618087168593309E+01,  1.850680000163286E+01, -6.298448127665335E-02,
2459191.208333333, A.D. 2020-Dec-07 17:00:00.0000,  1.204947268765856E+08,  1.694719511218127E+08,  7.149401006239451E+06, -1.618733334689343E+01,  1.849783604577530E+01, -6.336423081442355E-02,
2459191.250000000, A.D. 2020-Dec-07 18:00:00.0000,  1.204364408529891E+08,  1.695385271950211E+08,  7.149172211641356E+06, -1.619379004667325E+01,  1.848887113287492E+01, -6.374385900500279E-02,
2459191.291666667, A.D. 2020-Dec-07 19:00:00.0000,  1.203781315942010E+08,  1.696050709928237E+08,  7.148942050600216E+06, -1.620024178691681E+01,  1.847990526517206E+01, -6.412336584765566E-02,
2459191.333333333, A.D. 2020-Dec-07 20:00:00.0000,  1.203197991180732E+08,  1.696715825117867E+08,  7.148710523552850E+06, -1.620668856926819E+01,  1.847093844490479E+01, -6.450275134168670E-02,
2459191.375000000, A.D. 2020-Dec-07 21:00:00.0000,  1.202614434424503E+08,  1.697380617484860E+08,  7.148477630936168E+06, -1.621313039537158E+01,  1.846197067430862E+01, -6.488201548646355E-02,
2459191.416666667, A.D. 2020-Dec-07 22:00:00.0000,  1.202030645851721E+08,  1.698045086995040E+08,  7.148243373186983E+06, -1.621956726687089E+01,  1.845300195561689E+01, -6.526115828140000E-02,
2459191.458333333, A.D. 2020-Dec-07 23:00:00.0000,  1.201446625640723E+08,  1.698709233614314E+08,  7.148007750742167E+06, -1.622599918540998E+01,  1.844403229106052E+01, -6.564017972594538E-02,
2459191.500000000, A.D. 2020-Dec-08 00:00:00.0000,  1.200862373969787E+08,  1.699373057308673E+08,  7.147770764038578E+06, -1.623242615263263E+01,  1.843506168286811E+01, -6.601907981961741E-02,
2459191.541666667, A.D. 2020-Dec-08 01:00:00.0000,  1.200277891017130E+08,  1.700036558044184E+08,  7.147532413513072E+06, -1.623884817018251E+01,  1.842609013326587E+01, -6.639785856196845E-02,
2459191.583333333, A.D. 2020-Dec-08 02:00:00.0000,  1.199693176960910E+08,  1.700699735786998E+08,  7.147292699602567E+06, -1.624526523970320E+01,  1.841711764447768E+01, -6.677651595260947E-02,
2459191.625000000, A.D. 2020-Dec-08 03:00:00.0000,  1.199108231979228E+08,  1.701362590503343E+08,  7.147051622743838E+06, -1.625167736283816E+01,  1.840814421872507E+01, -6.715505199119143E-02,
2459191.666666667, A.D. 2020-Dec-08 04:00:00.0000,  1.198523056250123E+08,  1.702025122159529E+08,  7.146809183373846E+06, -1.625808454123074E+01,  1.839916985822725E+01, -6.753346667742299E-02,
2459191.708333333, A.D. 2020-Dec-08 05:00:00.0000,  1.197937649951576E+08,  1.702687330721945E+08,  7.146565381929390E+06, -1.626448677652422E+01,  1.839019456520104E+01, -6.791176001105370E-02,
2459191.750000000, A.D. 2020-Dec-08 06:00:00.0000,  1.197352013261511E+08,  1.703349216157059E+08,  7.146320218847387E+06, -1.627088407036173E+01,  1.838121834186097E+01, -6.828993199188904E-02,
2459191.791666667, A.D. 2020-Dec-08 07:00:00.0000,  1.196766146357788E+08,  1.704010778431422E+08,  7.146073694564678E+06, -1.627727642438633E+01,  1.837224119041920E+01, -6.866798261977802E-02,
2459191.833333333, A.D. 2020-Dec-08 08:00:00.0000,  1.196180049418213E+08,  1.704672017511659E+08,  7.145825809518151E+06, -1.628366384024094E+01,  1.836326311308557E+01, -6.904591189461939E-02,
2459191.875000000, A.D. 2020-Dec-08 09:00:00.0000,  1.195593722620529E+08,  1.705332933364480E+08,  7.145576564144649E+06, -1.629004631956837E+01,  1.835428411206758E+01, -6.942371981635986E-02,
2459191.916666667, A.D. 2020-Dec-08 10:00:00.0000,  1.195007166142423E+08,  1.705993525956670E+08,  7.145325958881088E+06, -1.629642386401134E+01,  1.834530418957042E+01, -6.980140638499499E-02,
2459191.958333333, A.D. 2020-Dec-08 11:00:00.0000,  1.194420380161519E+08,  1.706653795255097E+08,  7.145073994164325E+06, -1.630279647521243E+01,  1.833632334779691E+01, -7.017897160057274E-02,
2459192.000000000, A.D. 2020-Dec-08 12:00:00.0000,  1.193833364855386E+08,  1.707313741226707E+08,  7.144820670431182E+06, -1.630916415481412E+01,  1.832734158894759E+01, -7.055641546318103E-02,
2459192.041666667, A.D. 2020-Dec-08 13:00:00.0000,  1.193246120401532E+08,  1.707973363838523E+08,  7.144565988118604E+06, -1.631552690445876E+01,  1.831835891522065E+01, -7.093373797296199E-02,
2459192.083333333, A.D. 2020-Dec-08 14:00:00.0000,  1.192658646977405E+08,  1.708632663057650E+08,  7.144309947663411E+06, -1.632188472578860E+01,  1.830937532881194E+01, -7.131093913010123E-02,
2459192.125000000, A.D. 2020-Dec-08 15:00:00.0000,  1.192070944760395E+08,  1.709291638851272E+08,  7.144052549502485E+06, -1.632823762044573E+01,  1.830039083191504E+01, -7.168801893483590E-02,
2459192.166666667, A.D. 2020-Dec-08 16:00:00.0000,  1.191483013927833E+08,  1.709950291186649E+08,  7.143793794072710E+06, -1.633458559007216E+01,  1.829140542672116E+01, -7.206497738745199E-02,
2459192.208333333, A.D. 2020-Dec-08 17:00:00.0000,  1.190894854656991E+08,  1.710608620031122E+08,  7.143533681810915E+06, -1.634092863630976E+01,  1.828241911541923E+01, -7.244181448827725E-02,
2459192.250000000, A.D. 2020-Dec-08 18:00:00.0000,  1.190306467125080E+08,  1.711266625352112E+08,  7.143272213154033E+06, -1.634726676080027E+01,  1.827343190019585E+01, -7.281853023769358E-02,
2459192.291666667, A.D. 2020-Dec-08 19:00:00.0000,  1.189717851509255E+08,  1.711924307117115E+08,  7.143009388538837E+06, -1.635359996518530E+01,  1.826444378323531E+01, -7.319512463612909E-02,
2459192.333333333, A.D. 2020-Dec-08 20:00:00.0000,  1.189129007986608E+08,  1.712581665293710E+08,  7.142745208402239E+06, -1.635992825110635E+01,  1.825545476671958E+01, -7.357159768405275E-02,
2459192.375000000, A.D. 2020-Dec-08 21:00:00.0000,  1.188539936734177E+08,  1.713238699849551E+08,  7.142479673181131E+06, -1.636625162020478E+01,  1.824646485282836E+01, -7.394794938199301E-02,
2459192.416666667, A.D. 2020-Dec-08 22:00:00.0000,  1.187950637928936E+08,  1.713895410752371E+08,  7.142212783312306E+06, -1.637257007412181E+01,  1.823747404373900E+01, -7.432417973051120E-02,
2459192.458333333, A.D. 2020-Dec-08 23:00:00.0000,  1.187361111747802E+08,  1.714551797969984E+08,  7.141944539232671E+06, -1.637888361449855E+01,  1.822848234162656E+01, -7.470028873023082E-02,
2459192.500000000, A.D. 2020-Dec-09 00:00:00.0000,  1.186771358367635E+08,  1.715207861470278E+08,  7.141674941379070E+06, -1.638519224297594E+01,  1.821948974866382E+01, -7.507627638181003E-02,
2459192.541666667, A.D. 2020-Dec-09 01:00:00.0000,  1.186181377965231E+08,  1.715863601221223E+08,  7.141403990188345E+06, -1.639149596119482E+01,  1.821049626702122E+01, -7.545214268596023E-02,
2459192.583333333, A.D. 2020-Dec-09 02:00:00.0000,  1.185591170717332E+08,  1.716519017190866E+08,  7.141131686097346E+06, -1.639779477079588E+01,  1.820150189886695E+01, -7.582788764344084E-02,
2459192.625000000, A.D. 2020-Dec-09 03:00:00.0000,  1.185000736800618E+08,  1.717174109347330E+08,  7.140858029542930E+06, -1.640408867341966E+01,  1.819250664636688E+01, -7.620351125505298E-02,
2459192.666666667, A.D. 2020-Dec-09 04:00:00.0000,  1.184410076391710E+08,  1.717828877658818E+08,  7.140583020961948E+06, -1.641037767070659E+01,  1.818351051168457E+01, -7.657901352165286E-02,
2459192.708333333, A.D. 2020-Dec-09 05:00:00.0000,  1.183819189667171E+08,  1.718483322093611E+08,  7.140306660791203E+06, -1.641666176429693E+01,  1.817451349698132E+01, -7.695439444413132E-02,
2459192.750000000, A.D. 2020-Dec-09 06:00:00.0000,  1.183228076803505E+08,  1.719137442620066E+08,  7.140028949467547E+06, -1.642294095583080E+01,  1.816551560441613E+01, -7.732965402343606E-02,
2459192.791666667, A.D. 2020-Dec-09 07:00:00.0000,  1.182636737977156E+08,  1.719791239206620E+08,  7.139749887427829E+06, -1.642921524694819E+01,  1.815651683614571E+01, -7.770479226056093E-02,
2459192.833333333, A.D. 2020-Dec-09 08:00:00.0000,  1.182045173364510E+08,  1.720444711821786E+08,  7.139469475108869E+06, -1.643548463928895E+01,  1.814751719432448E+01, -7.807980915653889E-02,
2459192.875000000, A.D. 2020-Dec-09 09:00:00.0000,  1.181453383141893E+08,  1.721097860434155E+08,  7.139187712947510E+06, -1.644174913449275E+01,  1.813851668110459E+01, -7.845470471245442E-02,
2459192.916666667, A.D. 2020-Dec-09 10:00:00.0000,  1.180861367485573E+08,  1.721750685012395E+08,  7.138904601380557E+06, -1.644800873419915E+01,  1.812951529863590E+01, -7.882947892944170E-02,
2459192.958333333, A.D. 2020-Dec-09 11:00:00.0000,  1.180269126571757E+08,  1.722403185525252E+08,  7.138620140844829E+06, -1.645426344004753E+01,  1.812051304906601E+01, -7.920413180867136E-02,
2459193.000000000, A.D. 2020-Dec-09 12:00:00.0000,  1.179676660576596E+08,  1.723055361941548E+08,  7.138334331777148E+06, -1.646051325367714E+01,  1.811150993454022E+01, -7.957866335137265E-02,
2459193.041666667, A.D. 2020-Dec-09 13:00:00.0000,  1.179083969676179E+08,  1.723707214230185E+08,  7.138047174614295E+06, -1.646675817672707E+01,  1.810250595720156E+01, -7.995307355880765E-02,
2459193.083333333, A.D. 2020-Dec-09 14:00:00.0000,  1.178491054046539E+08,  1.724358742360138E+08,  7.137758669793114E+06, -1.647299821083625E+01,  1.809350111919080E+01, -8.032736243229532E-02,
2459193.125000000, A.D. 2020-Dec-09 15:00:00.0000,  1.177897913863647E+08,  1.725009946300463E+08,  7.137468817750402E+06, -1.647923335764346E+01,  1.808449542264644E+01, -8.070152997319724E-02,
2459193.166666667, A.D. 2020-Dec-09 16:00:00.0000,  1.177304549303416E+08,  1.725660826020292E+08,  7.137177618922904E+06, -1.648546361878733E+01,  1.807548886970468E+01, -8.107557618291494E-02,
2459193.208333333, A.D. 2020-Dec-09 17:00:00.0000,  1.176710960541702E+08,  1.726311381488831E+08,  7.136885073747464E+06, -1.649168899590633E+01,  1.806648146249950E+01, -8.144950106290594E-02,
2459193.250000000, A.D. 2020-Dec-09 18:00:00.0000,  1.176117147754300E+08,  1.726961612675366E+08,  7.136591182660855E+06, -1.649790949063876E+01,  1.805747320316260E+01, -8.182330461466591E-02,
2459193.291666667, A.D. 2020-Dec-09 19:00:00.0000,  1.175523111116945E+08,  1.727611519549259E+08,  7.136295946099840E+06, -1.650412510462276E+01,  1.804846409382338E+01, -8.219698683973498E-02,
2459193.333333333, A.D. 2020-Dec-09 20:00:00.0000,  1.174928850805316E+08,  1.728261102079947E+08,  7.135999364501201E+06, -1.651033583949631E+01,  1.803945413660905E+01, -8.257054773970829E-02,
2459193.375000000, A.D. 2020-Dec-09 21:00:00.0000,  1.174334366995031E+08,  1.728910360236946E+08,  7.135701438301682E+06, -1.651654169689724E+01,  1.803044333364451E+01, -8.294398731621566E-02,
2459193.416666667, A.D. 2020-Dec-09 22:00:00.0000,  1.173739659861650E+08,  1.729559293989846E+08,  7.135402167938106E+06, -1.652274267846320E+01,  1.802143168705242E+01, -8.331730557094108E-02,
2459193.458333333, A.D. 2020-Dec-09 23:00:00.0000,  1.173144729580672E+08,  1.730207903308316E+08,  7.135101553847164E+06, -1.652893878583168E+01,  1.801241919895319E+01, -8.369050250560672E-02,
2459193.500000000, A.D. 2020-Dec-10 00:00:00.0000,  1.172549576327541E+08,  1.730856188162098E+08,  7.134799596465632E+06, -1.653513002064000E+01,  1.800340587146497E+01, -8.406357812198095E-02,
2459193.541666667, A.D. 2020-Dec-10 01:00:00.0000,  1.171954200277637E+08,  1.731504148521014E+08,  7.134496296230264E+06, -1.654131638452531E+01,  1.799439170670367E+01, -8.443653242188454E-02,
2459193.583333333, A.D. 2020-Dec-10 02:00:00.0000,  1.171358601606286E+08,  1.732151784354959E+08,  7.134191653577782E+06, -1.654749787912459E+01,  1.798537670678294E+01, -8.480936540717465E-02,
2459193.625000000, A.D. 2020-Dec-10 03:00:00.0000,  1.170762780488752E+08,  1.732799095633906E+08,  7.133885668944903E+06, -1.655367450607464E+01,  1.797636087381420E+01, -8.518207707975645E-02,
2459193.666666667, A.D. 2020-Dec-10 04:00:00.0000,  1.170166737100241E+08,  1.733446082327902E+08,  7.133578342768379E+06, -1.655984626701211E+01,  1.796734420990663E+01, -8.555466744158213E-02,
2459193.708333333, A.D. 2020-Dec-10 05:00:00.0000,  1.169570471615900E+08,  1.734092744407073E+08,  7.133269675484903E+06, -1.656601316357345E+01,  1.795832671716714E+01, -8.592713649464567E-02,
2459193.750000000, A.D. 2020-Dec-10 06:00:00.0000,  1.168973984210817E+08,  1.734739081841618E+08,  7.132959667531192E+06, -1.657217519739495E+01,  1.794930839770043E+01, -8.629948424098632E-02,
2459193.791666667, A.D. 2020-Dec-10 07:00:00.0000,  1.168377275060021E+08,  1.735385094601812E+08,  7.132648319343932E+06, -1.657833237011271E+01,  1.794028925360895E+01, -8.667171068269042E-02,
2459193.833333333, A.D. 2020-Dec-10 08:00:00.0000,  1.167780344338482E+08,  1.736030782658007E+08,  7.132335631359823E+06, -1.658448468336267E+01,  1.793126928699291E+01, -8.704381582188514E-02,
2459193.875000000, A.D. 2020-Dec-10 09:00:00.0000,  1.167183192221112E+08,  1.736676145980630E+08,  7.132021604015566E+06, -1.659063213878057E+01,  1.792224849995031E+01, -8.741579966074564E-02,
2459193.916666667, A.D. 2020-Dec-10 10:00:00.0000,  1.166585818882764E+08,  1.737321184540184E+08,  7.131706237747833E+06, -1.659677473800199E+01,  1.791322689457689E+01, -8.778766220148970E-02,
2459193.958333333, A.D. 2020-Dec-10 11:00:00.0000,  1.165988224498231E+08,  1.737965898307245E+08,  7.131389532993264E+06, -1.660291248266229E+01,  1.790420447296619E+01, -8.815940344637863E-02,
2459194.000000000, A.D. 2020-Dec-10 12:00:00.0000,  1.165390409242248E+08,  1.738610287252468E+08,  7.131071490188569E+06, -1.660904537439669E+01,  1.789518123720949E+01, -8.853102339771901E-02,
2459194.041666667, A.D. 2020-Dec-10 13:00:00.0000,  1.164792373289490E+08,  1.739254351346579E+08,  7.130752109770365E+06, -1.661517341484021E+01,  1.788615718939588E+01, -8.890252205786187E-02,
2459194.083333333, A.D. 2020-Dec-10 14:00:00.0000,  1.164194116814575E+08,  1.739898090560384E+08,  7.130431392175309E+06, -1.662129660562766E+01,  1.787713233161220E+01, -8.927389942920350E-02,
2459194.125000000, A.D. 2020-Dec-10 15:00:00.0000,  1.163595639992061E+08,  1.740541504864761E+08,  7.130109337840021E+06, -1.662741494839369E+01,  1.786810666594309E+01, -8.964515551418017E-02,
2459194.166666667, A.D. 2020-Dec-10 16:00:00.0000,  1.162996942996447E+08,  1.741184594230663E+08,  7.129785947201148E+06, -1.663352844477275E+01,  1.785908019447095E+01, -9.001629031527703E-02,
2459194.208333333, A.D. 2020-Dec-10 17:00:00.0000,  1.162398026002174E+08,  1.741827358629118E+08,  7.129461220695294E+06, -1.663963709639911E+01,  1.785005291927598E+01, -9.038730383501914E-02,
2459194.250000000, A.D. 2020-Dec-10 18:00:00.0000,  1.161798889183624E+08,  1.742469798031231E+08,  7.129135158759065E+06, -1.664574090490682E+01,  1.784102484243616E+01, -9.075819607597957E-02,
2459194.291666667, A.D. 2020-Dec-10 19:00:00.0000,  1.161199532715119E+08,  1.743111912408178E+08,  7.128807761829078E+06, -1.665183987192977E+01,  1.783199596602726E+01, -9.112896704076867E-02,
2459194.333333333, A.D. 2020-Dec-10 20:00:00.0000,  1.160599956770923E+08,  1.743753701731215E+08,  7.128479030341893E+06, -1.665793399910164E+01,  1.782296629212285E+01, -9.149961673204654E-02,
2459194.375000000, A.D. 2020-Dec-10 21:00:00.0000,  1.160000161525242E+08,  1.744395165971666E+08,  7.128148964734122E+06, -1.666402328805591E+01,  1.781393582279426E+01, -9.187014515251501E-02,
2459194.416666667, A.D. 2020-Dec-10 22:00:00.0000,  1.159400147152222E+08,  1.745036305100935E+08,  7.127817565442339E+06, -1.667010774042587E+01,  1.780490456011064E+01, -9.224055230491679E-02,
2459194.458333333, A.D. 2020-Dec-10 23:00:00.0000,  1.158799913825951E+08,  1.745677119090499E+08,  7.127484832903035E+06, -1.667618735784461E+01,  1.779587250613893E+01, -9.261083819204163E-02,
2459194.500000000, A.D. 2020-Dec-11 00:00:00.0000,  1.158199461720457E+08,  1.746317607911907E+08,  7.127150767552845E+06, -1.668226214194501E+01,  1.778683966294386E+01, -9.298100281672106E-02,
2459194.541666667, A.D. 2020-Dec-11 01:00:00.0000,  1.157598791009711E+08,  1.746957771536785E+08,  7.126815369828284E+06, -1.668833209435977E+01,  1.777780603258799E+01, -9.335104618183099E-02,
2459194.583333333, A.D. 2020-Dec-11 02:00:00.0000,  1.156997901867624E+08,  1.747597609936832E+08,  7.126478640165865E+06, -1.669439721672137E+01,  1.776877161713163E+01, -9.372096829028642E-02,
2459194.625000000, A.D. 2020-Dec-11 03:00:00.0000,  1.156396794468048E+08,  1.748237123083822E+08,  7.126140579002097E+06, -1.670045751066209E+01,  1.775973641863295E+01, -9.409076914505210E-02,
2459194.666666667, A.D. 2020-Dec-11 04:00:00.0000,  1.155795468984778E+08,  1.748876310949602E+08,  7.125801186773509E+06, -1.670651297781402E+01,  1.775070043914788E+01, -9.446044874913095E-02,
2459194.708333333, A.D. 2020-Dec-11 05:00:00.0000,  1.155193925591548E+08,  1.749515173506093E+08,  7.125460463916600E+06, -1.671256361980901E+01,  1.774166368073018E+01, -9.483000710556855E-02,
2459194.750000000, A.D. 2020-Dec-11 06:00:00.0000,  1.154592164462034E+08,  1.750153710725292E+08,  7.125118410867840E+06, -1.671860943827874E+01,  1.773262614543142E+01, -9.519944421745574E-02,
